"","gender","race","education","state","age","employment","people_in_each_state","number_in_cell","cell_prop_of_division_total"
"4235","Female","Others","Graduates or higher degree","MO","Age_18-29","employed",9548,38,0.00397989107666527
"4236","Female","Others","Graduates or higher degree","MO","Age_18-29","unemployed",9548,2,0.000209467951403435
"4237","Female","Others","Graduates or higher degree","MO","Age_30-44","employed",9548,150,0.0157100963552576
"4238","Female","Others","Graduates or higher degree","MO","Age_30-44","unemployed",9548,19,0.00198994553833264
"4239","Female","Others","Graduates or higher degree","MO","Age_45-59","employed",9548,101,0.0105781315458735
"4240","Female","Others","Graduates or higher degree","MO","Age_45-59","unemployed",9548,17,0.0017804775869292
"4241","Female","Others","Graduates or higher degree","MO","Age_60-74","employed",9548,56,0.00586510263929619
"4242","Female","Others","Graduates or higher degree","MO","Age_60-74","unemployed",9548,63,0.00659824046920821
"4243","Female","Others","Graduates or higher degree","MO","Age_75+","employed",9548,1,0.000104733975701718
"4244","Female","Others","Graduates or higher degree","MO","Age_75+","unemployed",9548,27,0.00282781734394638
"4245","Female","Others","Highschool","MO","Age_18-29","employed",9548,171,0.0179095098449937
"4246","Female","Others","Highschool","MO","Age_18-29","unemployed",9548,68,0.0071219103477168
"4247","Female","Others","Highschool","MO","Age_30-44","employed",9548,176,0.0184331797235023
"4248","Female","Others","Highschool","MO","Age_30-44","unemployed",9548,57,0.00596983661499791
"4249","Female","Others","Highschool","MO","Age_45-59","employed",9548,254,0.0266024298282363
"4250","Female","Others","Highschool","MO","Age_45-59","unemployed",9548,133,0.0139296187683284
"4251","Female","Others","Highschool","MO","Age_60-74","employed",9548,152,0.0159195643066611
"4252","Female","Others","Highschool","MO","Age_60-74","unemployed",9548,366,0.0383326351068287
"4253","Female","Others","Highschool","MO","Age_75+","employed",9548,11,0.00115207373271889
"4254","Female","Others","Highschool","MO","Age_75+","unemployed",9548,344,0.0360284876413909
"4255","Female","Others","Less than highschool","MO","Age_18-29","employed",9548,6,0.000628403854210306
"4256","Female","Others","Less than highschool","MO","Age_18-29","unemployed",9548,4,0.000418935902806871
"4257","Female","Others","Less than highschool","MO","Age_30-44","employed",9548,8,0.000837871805613741
"4258","Female","Others","Less than highschool","MO","Age_30-44","unemployed",9548,8,0.000837871805613741
"4259","Female","Others","Less than highschool","MO","Age_45-59","employed",9548,8,0.000837871805613741
"4260","Female","Others","Less than highschool","MO","Age_45-59","unemployed",9548,13,0.00136154168412233
"4261","Female","Others","Less than highschool","MO","Age_60-74","employed",9548,3,0.000314201927105153
"4262","Female","Others","Less than highschool","MO","Age_60-74","unemployed",9548,28,0.00293255131964809
"4263","Female","Others","Less than highschool","MO","Age_75+","unemployed",9548,40,0.00418935902806871
"4264","Female","Others","Undergraduates or similar degree","MO","Age_18-29","employed",9548,334,0.0349811478843737
"4265","Female","Others","Undergraduates or similar degree","MO","Age_18-29","unemployed",9548,126,0.0131964809384164
"4266","Female","Others","Undergraduates or similar degree","MO","Age_30-44","employed",9548,417,0.0436740678676163
"4267","Female","Others","Undergraduates or similar degree","MO","Age_30-44","unemployed",9548,109,0.0114160033514872
"4268","Female","Others","Undergraduates or similar degree","MO","Age_45-59","employed",9548,442,0.0462924172601592
"4269","Female","Others","Undergraduates or similar degree","MO","Age_45-59","unemployed",9548,109,0.0114160033514872
"4270","Female","Others","Undergraduates or similar degree","MO","Age_60-74","employed",9548,160,0.0167574361122748
"4271","Female","Others","Undergraduates or similar degree","MO","Age_60-74","unemployed",9548,323,0.0338290741516548
"4272","Female","Others","Undergraduates or similar degree","MO","Age_75+","employed",9548,10,0.00104733975701718
"4273","Female","Others","Undergraduates or similar degree","MO","Age_75+","unemployed",9548,147,0.0153958944281525
"4274","Male","Asian","Graduates or higher degree","MO","Age_18-29","employed",9548,3,0.000314201927105153
"4275","Male","Asian","Graduates or higher degree","MO","Age_30-44","employed",9548,8,0.000837871805613741
"4276","Male","Asian","Graduates or higher degree","MO","Age_30-44","unemployed",9548,2,0.000209467951403435
"4277","Male","Asian","Graduates or higher degree","MO","Age_45-59","employed",9548,9,0.000942605781315459
"4278","Male","Asian","Graduates or higher degree","MO","Age_60-74","employed",9548,1,0.000104733975701718
"4279","Male","Asian","Graduates or higher degree","MO","Age_60-74","unemployed",9548,2,0.000209467951403435
"4280","Male","Asian","Graduates or higher degree","MO","Age_75+","employed",9548,1,0.000104733975701718
"4281","Male","Asian","Highschool","MO","Age_30-44","employed",9548,6,0.000628403854210306
"4282","Male","Asian","Highschool","MO","Age_30-44","unemployed",9548,1,0.000104733975701718
"4283","Male","Asian","Highschool","MO","Age_45-59","unemployed",9548,1,0.000104733975701718
"4284","Male","Asian","Highschool","MO","Age_60-74","employed",9548,1,0.000104733975701718
"4285","Male","Asian","Less than highschool","MO","Age_18-29","unemployed",9548,1,0.000104733975701718
"4286","Male","Asian","Less than highschool","MO","Age_60-74","employed",9548,1,0.000104733975701718
"4287","Male","Asian","Undergraduates or similar degree","MO","Age_18-29","employed",9548,6,0.000628403854210306
"4288","Male","Asian","Undergraduates or similar degree","MO","Age_18-29","unemployed",9548,7,0.000733137829912023
"4289","Male","Asian","Undergraduates or similar degree","MO","Age_30-44","employed",9548,10,0.00104733975701718
"4290","Male","Asian","Undergraduates or similar degree","MO","Age_45-59","employed",9548,4,0.000418935902806871
"4291","Male","Asian","Undergraduates or similar degree","MO","Age_60-74","employed",9548,1,0.000104733975701718
"4292","Male","Asian","Undergraduates or similar degree","MO","Age_60-74","unemployed",9548,3,0.000314201927105153
"4293","Male","Black","Graduates or higher degree","MO","Age_30-44","employed",9548,6,0.000628403854210306
"4294","Male","Black","Graduates or higher degree","MO","Age_45-59","employed",9548,9,0.000942605781315459
"4295","Male","Black","Graduates or higher degree","MO","Age_45-59","unemployed",9548,1,0.000104733975701718
"4296","Male","Black","Graduates or higher degree","MO","Age_60-74","employed",9548,5,0.000523669878508588
"4297","Male","Black","Graduates or higher degree","MO","Age_60-74","unemployed",9548,3,0.000314201927105153
"4298","Male","Black","Highschool","MO","Age_18-29","employed",9548,16,0.00167574361122748
"4299","Male","Black","Highschool","MO","Age_18-29","unemployed",9548,22,0.00230414746543779
"4300","Male","Black","Highschool","MO","Age_30-44","employed",9548,19,0.00198994553833264
"4301","Male","Black","Highschool","MO","Age_30-44","unemployed",9548,29,0.00303728529534981
"4302","Male","Black","Highschool","MO","Age_45-59","employed",9548,21,0.00219941348973607
"4303","Male","Black","Highschool","MO","Age_45-59","unemployed",9548,22,0.00230414746543779
"4304","Male","Black","Highschool","MO","Age_60-74","employed",9548,8,0.000837871805613741
"4305","Male","Black","Highschool","MO","Age_60-74","unemployed",9548,23,0.00240888144113951
"4306","Male","Black","Highschool","MO","Age_75+","employed",9548,1,0.000104733975701718
"4307","Male","Black","Highschool","MO","Age_75+","unemployed",9548,10,0.00104733975701718
"4308","Male","Black","Less than highschool","MO","Age_18-29","unemployed",9548,1,0.000104733975701718
"4309","Male","Black","Less than highschool","MO","Age_30-44","employed",9548,1,0.000104733975701718
"4310","Male","Black","Less than highschool","MO","Age_45-59","employed",9548,1,0.000104733975701718
"4311","Male","Black","Less than highschool","MO","Age_45-59","unemployed",9548,2,0.000209467951403435
"4312","Male","Black","Less than highschool","MO","Age_60-74","unemployed",9548,3,0.000314201927105153
"4313","Male","Black","Less than highschool","MO","Age_75+","unemployed",9548,1,0.000104733975701718
"4314","Male","Black","Undergraduates or similar degree","MO","Age_18-29","employed",9548,17,0.0017804775869292
"4315","Male","Black","Undergraduates or similar degree","MO","Age_18-29","unemployed",9548,10,0.00104733975701718
"4316","Male","Black","Undergraduates or similar degree","MO","Age_30-44","employed",9548,29,0.00303728529534981
"4317","Male","Black","Undergraduates or similar degree","MO","Age_30-44","unemployed",9548,3,0.000314201927105153
"4318","Male","Black","Undergraduates or similar degree","MO","Age_45-59","employed",9548,33,0.00345622119815668
"4319","Male","Black","Undergraduates or similar degree","MO","Age_45-59","unemployed",9548,8,0.000837871805613741
"4320","Male","Black","Undergraduates or similar degree","MO","Age_60-74","employed",9548,10,0.00104733975701718
"4321","Male","Black","Undergraduates or similar degree","MO","Age_60-74","unemployed",9548,27,0.00282781734394638
"4322","Male","Black","Undergraduates or similar degree","MO","Age_75+","unemployed",9548,4,0.000418935902806871
"4323","Male","Others","Graduates or higher degree","MO","Age_18-29","employed",9548,24,0.00251361541684122
"4324","Male","Others","Graduates or higher degree","MO","Age_30-44","employed",9548,87,0.00911185588604943
"4325","Male","Others","Graduates or higher degree","MO","Age_30-44","unemployed",9548,4,0.000418935902806871
"4326","Male","Others","Graduates or higher degree","MO","Age_45-59","employed",9548,90,0.00942605781315459
"4327","Male","Others","Graduates or higher degree","MO","Age_45-59","unemployed",9548,6,0.000628403854210306
"4328","Male","Others","Graduates or higher degree","MO","Age_60-74","employed",9548,64,0.00670297444490993
"4329","Male","Others","Graduates or higher degree","MO","Age_60-74","unemployed",9548,54,0.00565563468789275
"4330","Male","Others","Graduates or higher degree","MO","Age_75+","employed",9548,5,0.000523669878508588
"4331","Male","Others","Graduates or higher degree","MO","Age_75+","unemployed",9548,38,0.00397989107666527
"4332","Male","Others","Highschool","MO","Age_18-29","employed",9548,254,0.0266024298282363
"4333","Male","Others","Highschool","MO","Age_18-29","unemployed",9548,79,0.00827398408043569
"4334","Male","Others","Highschool","MO","Age_30-44","employed",9548,289,0.0302681189777964
"4335","Male","Others","Highschool","MO","Age_30-44","unemployed",9548,62,0.00649350649350649
"4336","Male","Others","Highschool","MO","Age_45-59","employed",9548,316,0.0330959363217428
"4337","Male","Others","Highschool","MO","Age_45-59","unemployed",9548,119,0.0124633431085044
"4338","Male","Others","Highschool","MO","Age_60-74","employed",9548,152,0.0159195643066611
"4339","Male","Others","Highschool","MO","Age_60-74","unemployed",9548,303,0.0317343946376204
"4340","Male","Others","Highschool","MO","Age_75+","employed",9548,14,0.00146627565982405
"4341","Male","Others","Highschool","MO","Age_75+","unemployed",9548,198,0.0207373271889401
"4342","Male","Others","Less than highschool","MO","Age_18-29","employed",9548,11,0.00115207373271889
"4343","Male","Others","Less than highschool","MO","Age_18-29","unemployed",9548,5,0.000523669878508588
"4344","Male","Others","Less than highschool","MO","Age_30-44","employed",9548,19,0.00198994553833264
"4345","Male","Others","Less than highschool","MO","Age_30-44","unemployed",9548,8,0.000837871805613741
"4346","Male","Others","Less than highschool","MO","Age_45-59","employed",9548,17,0.0017804775869292
"4347","Male","Others","Less than highschool","MO","Age_45-59","unemployed",9548,19,0.00198994553833264
"4348","Male","Others","Less than highschool","MO","Age_60-74","employed",9548,4,0.000418935902806871
"4349","Male","Others","Less than highschool","MO","Age_60-74","unemployed",9548,33,0.00345622119815668
"4350","Male","Others","Less than highschool","MO","Age_75+","unemployed",9548,18,0.00188521156263092
"4351","Male","Others","Undergraduates or similar degree","MO","Age_18-29","employed",9548,285,0.0298491830749895
"4352","Male","Others","Undergraduates or similar degree","MO","Age_18-29","unemployed",9548,103,0.0107875994972769
"4353","Male","Others","Undergraduates or similar degree","MO","Age_30-44","employed",9548,420,0.0439882697947214
"4354","Male","Others","Undergraduates or similar degree","MO","Age_30-44","unemployed",9548,35,0.00366568914956012
"4355","Male","Others","Undergraduates or similar degree","MO","Age_45-59","employed",9548,433,0.0453498114788437
"4356","Male","Others","Undergraduates or similar degree","MO","Age_45-59","unemployed",9548,50,0.00523669878508588
"4357","Male","Others","Undergraduates or similar degree","MO","Age_60-74","employed",9548,184,0.019271051529116
"4358","Male","Others","Undergraduates or similar degree","MO","Age_60-74","unemployed",9548,253,0.0264976958525346
"4359","Male","Others","Undergraduates or similar degree","MO","Age_75+","employed",9548,13,0.00136154168412233
"4360","Male","Others","Undergraduates or similar degree","MO","Age_75+","unemployed",9548,124,0.012987012987013
