"","gender","race","education","state","age","employment","people_in_each_state","number_in_cell","cell_prop_of_division_total"
"3936","Male","Black","Highschool","MI","Age_45-59","employed",15316,36,0.00235048315487072
"3937","Male","Black","Highschool","MI","Age_45-59","unemployed",15316,34,0.00221990075737791
"3938","Male","Black","Highschool","MI","Age_60-74","employed",15316,9,0.000587620788717681
"3939","Male","Black","Highschool","MI","Age_60-74","unemployed",15316,58,0.00378688952729172
"3940","Male","Black","Highschool","MI","Age_75+","employed",15316,3,0.000195873596239227
"3941","Male","Black","Highschool","MI","Age_75+","unemployed",15316,19,0.00124053277618177
"3942","Male","Black","Less than highschool","MI","Age_18-29","unemployed",15316,3,0.000195873596239227
"3943","Male","Black","Less than highschool","MI","Age_30-44","employed",15316,1,6.5291198746409e-05
"3944","Male","Black","Less than highschool","MI","Age_30-44","unemployed",15316,3,0.000195873596239227
"3945","Male","Black","Less than highschool","MI","Age_45-59","employed",15316,2,0.000130582397492818
"3946","Male","Black","Less than highschool","MI","Age_45-59","unemployed",15316,12,0.000783494384956908
"3947","Male","Black","Less than highschool","MI","Age_60-74","employed",15316,1,6.5291198746409e-05
"3948","Male","Black","Less than highschool","MI","Age_60-74","unemployed",15316,2,0.000130582397492818
"3949","Male","Black","Less than highschool","MI","Age_75+","employed",15316,1,6.5291198746409e-05
"3950","Male","Black","Less than highschool","MI","Age_75+","unemployed",15316,7,0.000457038391224863
"3951","Male","Black","Undergraduates or similar degree","MI","Age_18-29","employed",15316,41,0.00267693914860277
"3952","Male","Black","Undergraduates or similar degree","MI","Age_18-29","unemployed",15316,19,0.00124053277618177
"3953","Male","Black","Undergraduates or similar degree","MI","Age_30-44","employed",15316,48,0.00313397753982763
"3954","Male","Black","Undergraduates or similar degree","MI","Age_30-44","unemployed",15316,9,0.000587620788717681
"3955","Male","Black","Undergraduates or similar degree","MI","Age_45-59","employed",15316,38,0.00248106555236354
"3956","Male","Black","Undergraduates or similar degree","MI","Age_45-59","unemployed",15316,21,0.00137111517367459
"3957","Male","Black","Undergraduates or similar degree","MI","Age_60-74","employed",15316,18,0.00117524157743536
"3958","Male","Black","Undergraduates or similar degree","MI","Age_60-74","unemployed",15316,41,0.00267693914860277
"3959","Male","Black","Undergraduates or similar degree","MI","Age_75+","unemployed",15316,9,0.000587620788717681
"3960","Male","Others","Graduates or higher degree","MI","Age_18-29","employed",15316,24,0.00156698876991382
"3961","Male","Others","Graduates or higher degree","MI","Age_18-29","unemployed",15316,5,0.000326455993732045
"3962","Male","Others","Graduates or higher degree","MI","Age_30-44","employed",15316,150,0.00979367981196135
"3963","Male","Others","Graduates or higher degree","MI","Age_30-44","unemployed",15316,3,0.000195873596239227
"3964","Male","Others","Graduates or higher degree","MI","Age_45-59","employed",15316,169,0.0110342125881431
"3965","Male","Others","Graduates or higher degree","MI","Age_45-59","unemployed",15316,9,0.000587620788717681
"3966","Male","Others","Graduates or higher degree","MI","Age_60-74","employed",15316,108,0.00705144946461217
"3967","Male","Others","Graduates or higher degree","MI","Age_60-74","unemployed",15316,100,0.0065291198746409
"3968","Male","Others","Graduates or higher degree","MI","Age_75+","employed",15316,8,0.000522329589971272
"3969","Male","Others","Graduates or higher degree","MI","Age_75+","unemployed",15316,80,0.00522329589971272
"3970","Male","Others","Highschool","MI","Age_18-29","employed",15316,356,0.0232436667537216
"3971","Male","Others","Highschool","MI","Age_18-29","unemployed",15316,141,0.00920605902324367
"3972","Male","Others","Highschool","MI","Age_30-44","employed",15316,365,0.0238312875424393
"3973","Male","Others","Highschool","MI","Age_30-44","unemployed",15316,81,0.00528858709845913
"3974","Male","Others","Highschool","MI","Age_45-59","employed",15316,501,0.0327108905719509
"3975","Male","Others","Highschool","MI","Age_45-59","unemployed",15316,170,0.0110995037868895
"3976","Male","Others","Highschool","MI","Age_60-74","employed",15316,188,0.0122747453643249
"3977","Male","Others","Highschool","MI","Age_60-74","unemployed",15316,455,0.0297074954296161
"3978","Male","Others","Highschool","MI","Age_75+","employed",15316,26,0.00169757116740663
"3979","Male","Others","Highschool","MI","Age_75+","unemployed",15316,232,0.0151475581091669
"3980","Male","Others","Less than highschool","MI","Age_18-29","employed",15316,7,0.000457038391224863
"3981","Male","Others","Less than highschool","MI","Age_18-29","unemployed",15316,2,0.000130582397492818
"3982","Male","Others","Less than highschool","MI","Age_30-44","employed",15316,26,0.00169757116740663
"3983","Male","Others","Less than highschool","MI","Age_30-44","unemployed",15316,8,0.000522329589971272
"3984","Male","Others","Less than highschool","MI","Age_45-59","employed",15316,24,0.00156698876991382
"3985","Male","Others","Less than highschool","MI","Age_45-59","unemployed",15316,23,0.00150169757116741
"3986","Male","Others","Less than highschool","MI","Age_60-74","employed",15316,11,0.000718203186210499
"3987","Male","Others","Less than highschool","MI","Age_60-74","unemployed",15316,30,0.00195873596239227
"3988","Male","Others","Less than highschool","MI","Age_75+","employed",15316,1,6.5291198746409e-05
"3989","Male","Others","Less than highschool","MI","Age_75+","unemployed",15316,38,0.00248106555236354
"3990","Male","Others","Undergraduates or similar degree","MI","Age_18-29","employed",15316,546,0.0356489945155393
"3991","Male","Others","Undergraduates or similar degree","MI","Age_18-29","unemployed",15316,127,0.00829198224079394
"3992","Male","Others","Undergraduates or similar degree","MI","Age_30-44","employed",15316,675,0.0440715591538261
"3993","Male","Others","Undergraduates or similar degree","MI","Age_30-44","unemployed",15316,56,0.0036563071297989
"3994","Male","Others","Undergraduates or similar degree","MI","Age_45-59","employed",15316,774,0.0505353878297206
"3995","Male","Others","Undergraduates or similar degree","MI","Age_45-59","unemployed",15316,113,0.00737790545834422
"3996","Male","Others","Undergraduates or similar degree","MI","Age_60-74","employed",15316,325,0.0212196395925829
"3997","Male","Others","Undergraduates or similar degree","MI","Age_60-74","unemployed",15316,512,0.0334290937581614
"3998","Male","Others","Undergraduates or similar degree","MI","Age_75+","employed",15316,18,0.00117524157743536
"3999","Male","Others","Undergraduates or similar degree","MI","Age_75+","unemployed",15316,218,0.0142334813267172
"4000","Female","Asian","Graduates or higher degree","MN","Age_18-29","employed",8374,3,0.000358251731550036
"4001","Female","Asian","Graduates or higher degree","MN","Age_30-44","employed",8374,11,0.00131358968235013
"4002","Female","Asian","Graduates or higher degree","MN","Age_45-59","employed",8374,2,0.000238834487700024
"4003","Female","Asian","Graduates or higher degree","MN","Age_45-59","unemployed",8374,1,0.000119417243850012
"4004","Female","Asian","Graduates or higher degree","MN","Age_60-74","unemployed",8374,4,0.000477668975400048
"4005","Female","Asian","Graduates or higher degree","MN","Age_75+","employed",8374,1,0.000119417243850012
"4006","Female","Asian","Graduates or higher degree","MN","Age_75+","unemployed",8374,1,0.000119417243850012
"4007","Female","Asian","Highschool","MN","Age_18-29","employed",8374,12,0.00143300692620014
"4008","Female","Asian","Highschool","MN","Age_18-29","unemployed",8374,2,0.000238834487700024
"4009","Female","Asian","Highschool","MN","Age_30-44","employed",8374,4,0.000477668975400048
"4010","Female","Asian","Highschool","MN","Age_30-44","unemployed",8374,1,0.000119417243850012
"4011","Female","Asian","Highschool","MN","Age_45-59","employed",8374,3,0.000358251731550036
"4012","Female","Asian","Highschool","MN","Age_45-59","unemployed",8374,3,0.000358251731550036
"4013","Female","Asian","Highschool","MN","Age_60-74","employed",8374,1,0.000119417243850012
"4014","Female","Asian","Highschool","MN","Age_60-74","unemployed",8374,2,0.000238834487700024
"4015","Female","Asian","Highschool","MN","Age_75+","employed",8374,1,0.000119417243850012
"4016","Female","Asian","Highschool","MN","Age_75+","unemployed",8374,4,0.000477668975400048
"4017","Female","Asian","Less than highschool","MN","Age_18-29","employed",8374,1,0.000119417243850012
"4018","Female","Asian","Less than highschool","MN","Age_45-59","employed",8374,8,0.000955337950800096
"4019","Female","Asian","Less than highschool","MN","Age_45-59","unemployed",8374,2,0.000238834487700024
"4020","Female","Asian","Less than highschool","MN","Age_60-74","employed",8374,1,0.000119417243850012
"4021","Female","Asian","Less than highschool","MN","Age_60-74","unemployed",8374,1,0.000119417243850012
"4022","Female","Asian","Undergraduates or similar degree","MN","Age_18-29","employed",8374,17,0.0020300931454502
"4023","Female","Asian","Undergraduates or similar degree","MN","Age_18-29","unemployed",8374,4,0.000477668975400048
"4024","Female","Asian","Undergraduates or similar degree","MN","Age_30-44","employed",8374,15,0.00179125865775018
"4025","Female","Asian","Undergraduates or similar degree","MN","Age_30-44","unemployed",8374,2,0.000238834487700024
"4026","Female","Asian","Undergraduates or similar degree","MN","Age_45-59","employed",8374,7,0.000835920706950084
"4027","Female","Asian","Undergraduates or similar degree","MN","Age_45-59","unemployed",8374,4,0.000477668975400048
"4028","Female","Asian","Undergraduates or similar degree","MN","Age_60-74","unemployed",8374,3,0.000358251731550036
"4029","Female","Asian","Undergraduates or similar degree","MN","Age_75+","unemployed",8374,1,0.000119417243850012
"4030","Female","Black","Graduates or higher degree","MN","Age_18-29","employed",8374,2,0.000238834487700024
"4031","Female","Black","Graduates or higher degree","MN","Age_30-44","employed",8374,2,0.000238834487700024
"4032","Female","Black","Graduates or higher degree","MN","Age_45-59","employed",8374,1,0.000119417243850012
"4033","Female","Black","Graduates or higher degree","MN","Age_60-74","unemployed",8374,1,0.000119417243850012
"4034","Female","Black","Graduates or higher degree","MN","Age_75+","employed",8374,1,0.000119417243850012
"4035","Female","Black","Highschool","MN","Age_18-29","employed",8374,5,0.00059708621925006
"4036","Female","Black","Highschool","MN","Age_18-29","unemployed",8374,1,0.000119417243850012
"4037","Female","Black","Highschool","MN","Age_30-44","employed",8374,7,0.000835920706950084
"4038","Female","Black","Highschool","MN","Age_30-44","unemployed",8374,5,0.00059708621925006
"4039","Female","Black","Highschool","MN","Age_45-59","employed",8374,3,0.000358251731550036
"4040","Female","Black","Highschool","MN","Age_45-59","unemployed",8374,3,0.000358251731550036
"4041","Female","Black","Highschool","MN","Age_60-74","employed",8374,1,0.000119417243850012
"4042","Female","Black","Highschool","MN","Age_60-74","unemployed",8374,2,0.000238834487700024
"4043","Female","Black","Highschool","MN","Age_75+","unemployed",8374,1,0.000119417243850012
"4044","Female","Black","Less than highschool","MN","Age_18-29","unemployed",8374,1,0.000119417243850012
"4045","Female","Black","Less than highschool","MN","Age_30-44","employed",8374,3,0.000358251731550036
"4046","Female","Black","Less than highschool","MN","Age_45-59","employed",8374,1,0.000119417243850012
"4047","Female","Black","Less than highschool","MN","Age_45-59","unemployed",8374,2,0.000238834487700024
"4048","Female","Black","Less than highschool","MN","Age_60-74","unemployed",8374,1,0.000119417243850012
"4049","Female","Black","Less than highschool","MN","Age_75+","unemployed",8374,1,0.000119417243850012
"4050","Female","Black","Undergraduates or similar degree","MN","Age_18-29","employed",8374,10,0.00119417243850012
"4051","Female","Black","Undergraduates or similar degree","MN","Age_18-29","unemployed",8374,2,0.000238834487700024
"4052","Female","Black","Undergraduates or similar degree","MN","Age_30-44","employed",8374,15,0.00179125865775018
"4053","Female","Black","Undergraduates or similar degree","MN","Age_30-44","unemployed",8374,2,0.000238834487700024
"4054","Female","Black","Undergraduates or similar degree","MN","Age_45-59","employed",8374,5,0.00059708621925006
"4055","Female","Black","Undergraduates or similar degree","MN","Age_60-74","employed",8374,2,0.000238834487700024
"4056","Female","Black","Undergraduates or similar degree","MN","Age_60-74","unemployed",8374,1,0.000119417243850012
"4057","Female","Black","Undergraduates or similar degree","MN","Age_75+","employed",8374,1,0.000119417243850012
"4058","Female","Black","Undergraduates or similar degree","MN","Age_75+","unemployed",8374,2,0.000238834487700024
"4059","Female","Others","Graduates or higher degree","MN","Age_18-29","employed",8374,22,0.00262717936470026
"4060","Female","Others","Graduates or higher degree","MN","Age_30-44","employed",8374,124,0.0148077382374015
"4061","Female","Others","Graduates or higher degree","MN","Age_30-44","unemployed",8374,14,0.00167184141390017
"4062","Female","Others","Graduates or higher degree","MN","Age_45-59","employed",8374,113,0.0134941485550513
"4063","Female","Others","Graduates or higher degree","MN","Age_45-59","unemployed",8374,14,0.00167184141390017
"4064","Female","Others","Graduates or higher degree","MN","Age_60-74","employed",8374,50,0.0059708621925006
"4065","Female","Others","Graduates or higher degree","MN","Age_60-74","unemployed",8374,61,0.00728445187485073
"4066","Female","Others","Graduates or higher degree","MN","Age_75+","employed",8374,2,0.000238834487700024
"4067","Female","Others","Graduates or higher degree","MN","Age_75+","unemployed",8374,32,0.00382135180320038
"4068","Female","Others","Highschool","MN","Age_18-29","employed",8374,109,0.0130164795796513
"4069","Female","Others","Highschool","MN","Age_18-29","unemployed",8374,53,0.00632911392405063
"4070","Female","Others","Highschool","MN","Age_30-44","employed",8374,92,0.0109863864342011
"4071","Female","Others","Highschool","MN","Age_30-44","unemployed",8374,30,0.00358251731550036
"4072","Female","Others","Highschool","MN","Age_45-59","employed",8374,190,0.0226892763315023
"4073","Female","Others","Highschool","MN","Age_45-59","unemployed",8374,60,0.00716503463100072
"4074","Female","Others","Highschool","MN","Age_60-74","employed",8374,120,0.0143300692620014
"4075","Female","Others","Highschool","MN","Age_60-74","unemployed",8374,226,0.0269882971101027
"4076","Female","Others","Highschool","MN","Age_75+","employed",8374,12,0.00143300692620014
"4077","Female","Others","Highschool","MN","Age_75+","unemployed",8374,260,0.0310484834010031
"4078","Female","Others","Less than highschool","MN","Age_18-29","employed",8374,2,0.000238834487700024
"4079","Female","Others","Less than highschool","MN","Age_18-29","unemployed",8374,2,0.000238834487700024
"4080","Female","Others","Less than highschool","MN","Age_30-44","employed",8374,8,0.000955337950800096
"4081","Female","Others","Less than highschool","MN","Age_30-44","unemployed",8374,6,0.000716503463100072
"4082","Female","Others","Less than highschool","MN","Age_45-59","employed",8374,8,0.000955337950800096
"4083","Female","Others","Less than highschool","MN","Age_45-59","unemployed",8374,5,0.00059708621925006
"4084","Female","Others","Less than highschool","MN","Age_60-74","employed",8374,2,0.000238834487700024
"4085","Female","Others","Less than highschool","MN","Age_60-74","unemployed",8374,7,0.000835920706950084
"4086","Female","Others","Less than highschool","MN","Age_75+","unemployed",8374,23,0.00274659660855027
"4087","Female","Others","Undergraduates or similar degree","MN","Age_18-29","employed",8374,349,0.0416766181036542
"4088","Female","Others","Undergraduates or similar degree","MN","Age_18-29","unemployed",8374,60,0.00716503463100072
"4089","Female","Others","Undergraduates or similar degree","MN","Age_30-44","employed",8374,497,0.0593503701934559
"4090","Female","Others","Undergraduates or similar degree","MN","Age_30-44","unemployed",8374,60,0.00716503463100072
"4091","Female","Others","Undergraduates or similar degree","MN","Age_45-59","employed",8374,556,0.0663959875806066
"4092","Female","Others","Undergraduates or similar degree","MN","Age_45-59","unemployed",8374,126,0.0150465727251015
"4093","Female","Others","Undergraduates or similar degree","MN","Age_60-74","employed",8374,215,0.0256747074277526
"4094","Female","Others","Undergraduates or similar degree","MN","Age_60-74","unemployed",8374,335,0.040004776689754
"4095","Female","Others","Undergraduates or similar degree","MN","Age_75+","employed",8374,6,0.000716503463100072
"4096","Female","Others","Undergraduates or similar degree","MN","Age_75+","unemployed",8374,176,0.0210174349176021
"4097","Male","Asian","Graduates or higher degree","MN","Age_18-29","unemployed",8374,1,0.000119417243850012
"4098","Male","Asian","Graduates or higher degree","MN","Age_30-44","employed",8374,12,0.00143300692620014
"4099","Male","Asian","Graduates or higher degree","MN","Age_45-59","employed",8374,5,0.00059708621925006
"4100","Male","Asian","Graduates or higher degree","MN","Age_60-74","employed",8374,1,0.000119417243850012
"4101","Male","Asian","Graduates or higher degree","MN","Age_75+","unemployed",8374,1,0.000119417243850012
"4102","Male","Asian","Highschool","MN","Age_18-29","employed",8374,11,0.00131358968235013
"4103","Male","Asian","Highschool","MN","Age_18-29","unemployed",8374,2,0.000238834487700024
"4104","Male","Asian","Highschool","MN","Age_30-44","employed",8374,5,0.00059708621925006
"4105","Male","Asian","Highschool","MN","Age_30-44","unemployed",8374,1,0.000119417243850012
"4106","Male","Asian","Highschool","MN","Age_45-59","employed",8374,5,0.00059708621925006
"4107","Male","Asian","Highschool","MN","Age_45-59","unemployed",8374,1,0.000119417243850012
"4108","Male","Asian","Highschool","MN","Age_60-74","unemployed",8374,1,0.000119417243850012
"4109","Male","Asian","Less than highschool","MN","Age_30-44","employed",8374,1,0.000119417243850012
"4110","Male","Asian","Less than highschool","MN","Age_30-44","unemployed",8374,1,0.000119417243850012
"4111","Male","Asian","Less than highschool","MN","Age_45-59","employed",8374,3,0.000358251731550036
"4112","Male","Asian","Less than highschool","MN","Age_45-59","unemployed",8374,1,0.000119417243850012
"4113","Male","Asian","Less than highschool","MN","Age_60-74","employed",8374,2,0.000238834487700024
"4114","Male","Asian","Less than highschool","MN","Age_60-74","unemployed",8374,2,0.000238834487700024
"4115","Male","Asian","Undergraduates or similar degree","MN","Age_18-29","employed",8374,21,0.00250776212085025
"4116","Male","Asian","Undergraduates or similar degree","MN","Age_18-29","unemployed",8374,7,0.000835920706950084
"4117","Male","Asian","Undergraduates or similar degree","MN","Age_30-44","employed",8374,14,0.00167184141390017
"4118","Male","Asian","Undergraduates or similar degree","MN","Age_30-44","unemployed",8374,3,0.000358251731550036
"4119","Male","Asian","Undergraduates or similar degree","MN","Age_45-59","employed",8374,7,0.000835920706950084
"4120","Male","Asian","Undergraduates or similar degree","MN","Age_45-59","unemployed",8374,2,0.000238834487700024
"4121","Male","Asian","Undergraduates or similar degree","MN","Age_60-74","unemployed",8374,4,0.000477668975400048
"4122","Male","Asian","Undergraduates or similar degree","MN","Age_75+","unemployed",8374,2,0.000238834487700024
"4123","Male","Black","Graduates or higher degree","MN","Age_30-44","employed",8374,2,0.000238834487700024
"4124","Male","Black","Graduates or higher degree","MN","Age_45-59","employed",8374,2,0.000238834487700024
"4125","Male","Black","Highschool","MN","Age_18-29","employed",8374,3,0.000358251731550036
"4126","Male","Black","Highschool","MN","Age_18-29","unemployed",8374,9,0.00107475519465011
"4127","Male","Black","Highschool","MN","Age_30-44","employed",8374,2,0.000238834487700024
"4128","Male","Black","Highschool","MN","Age_30-44","unemployed",8374,5,0.00059708621925006
"4129","Male","Black","Highschool","MN","Age_45-59","employed",8374,10,0.00119417243850012
"4130","Male","Black","Highschool","MN","Age_45-59","unemployed",8374,5,0.00059708621925006
"4131","Male","Black","Highschool","MN","Age_60-74","employed",8374,1,0.000119417243850012
"4132","Male","Black","Highschool","MN","Age_60-74","unemployed",8374,3,0.000358251731550036
"4133","Male","Black","Less than highschool","MN","Age_30-44","employed",8374,3,0.000358251731550036
"4134","Male","Black","Less than highschool","MN","Age_30-44","unemployed",8374,1,0.000119417243850012
"4135","Male","Black","Less than highschool","MN","Age_45-59","employed",8374,2,0.000238834487700024
"4136","Male","Black","Less than highschool","MN","Age_60-74","employed",8374,1,0.000119417243850012
"4137","Male","Black","Less than highschool","MN","Age_75+","unemployed",8374,1,0.000119417243850012
"4138","Male","Black","Undergraduates or similar degree","MN","Age_18-29","employed",8374,15,0.00179125865775018
"4139","Male","Black","Undergraduates or similar degree","MN","Age_18-29","unemployed",8374,3,0.000358251731550036
"4140","Male","Black","Undergraduates or similar degree","MN","Age_30-44","employed",8374,10,0.00119417243850012
"4141","Male","Black","Undergraduates or similar degree","MN","Age_30-44","unemployed",8374,1,0.000119417243850012
"4142","Male","Black","Undergraduates or similar degree","MN","Age_45-59","employed",8374,8,0.000955337950800096
"4143","Male","Black","Undergraduates or similar degree","MN","Age_45-59","unemployed",8374,7,0.000835920706950084
"4144","Male","Black","Undergraduates or similar degree","MN","Age_60-74","employed",8374,1,0.000119417243850012
"4145","Male","Black","Undergraduates or similar degree","MN","Age_60-74","unemployed",8374,4,0.000477668975400048
"4146","Male","Black","Undergraduates or similar degree","MN","Age_75+","employed",8374,1,0.000119417243850012
"4147","Male","Black","Undergraduates or similar degree","MN","Age_75+","unemployed",8374,2,0.000238834487700024
"4148","Male","Others","Graduates or higher degree","MN","Age_18-29","employed",8374,9,0.00107475519465011
"4149","Male","Others","Graduates or higher degree","MN","Age_30-44","employed",8374,87,0.010389300214951
"4150","Male","Others","Graduates or higher degree","MN","Age_45-59","employed",8374,97,0.0115834726534512
"4151","Male","Others","Graduates or higher degree","MN","Age_45-59","unemployed",8374,3,0.000358251731550036
"4152","Male","Others","Graduates or higher degree","MN","Age_60-74","employed",8374,55,0.00656794841175066
"4153","Male","Others","Graduates or higher degree","MN","Age_60-74","unemployed",8374,58,0.00692620014330069
"4154","Male","Others","Graduates or higher degree","MN","Age_75+","employed",8374,10,0.00119417243850012
"4155","Male","Others","Graduates or higher degree","MN","Age_75+","unemployed",8374,39,0.00465727251015047
"4156","Male","Others","Highschool","MN","Age_18-29","employed",8374,174,0.0207786004299021
"4157","Male","Others","Highschool","MN","Age_18-29","unemployed",8374,53,0.00632911392405063
"4158","Male","Others","Highschool","MN","Age_30-44","employed",8374,224,0.0267494626224027
"4159","Male","Others","Highschool","MN","Age_30-44","unemployed",8374,31,0.00370193455935037
"4160","Male","Others","Highschool","MN","Age_45-59","employed",8374,289,0.0345115834726534
"4161","Male","Others","Highschool","MN","Age_45-59","unemployed",8374,62,0.00740386911870074
"4162","Male","Others","Highschool","MN","Age_60-74","employed",8374,160,0.0191067590160019
"4163","Male","Others","Highschool","MN","Age_60-74","unemployed",8374,202,0.0241222832577024
"4164","Male","Others","Highschool","MN","Age_75+","employed",8374,17,0.0020300931454502
"4165","Male","Others","Highschool","MN","Age_75+","unemployed",8374,157,0.0187485072844519
"4166","Male","Others","Less than highschool","MN","Age_18-29","employed",8374,5,0.00059708621925006
"4167","Male","Others","Less than highschool","MN","Age_30-44","employed",8374,14,0.00167184141390017
"4168","Male","Others","Less than highschool","MN","Age_45-59","employed",8374,10,0.00119417243850012
"4169","Male","Others","Less than highschool","MN","Age_45-59","unemployed",8374,1,0.000119417243850012
"4170","Male","Others","Less than highschool","MN","Age_60-74","employed",8374,6,0.000716503463100072
"4171","Male","Others","Less than highschool","MN","Age_60-74","unemployed",8374,12,0.00143300692620014
"4172","Male","Others","Less than highschool","MN","Age_75+","unemployed",8374,31,0.00370193455935037
"4173","Male","Others","Undergraduates or similar degree","MN","Age_18-29","employed",8374,298,0.0355863386673036
"4174","Male","Others","Undergraduates or similar degree","MN","Age_18-29","unemployed",8374,40,0.00477668975400048
"4175","Male","Others","Undergraduates or similar degree","MN","Age_30-44","employed",8374,468,0.0558872701218056
"4176","Male","Others","Undergraduates or similar degree","MN","Age_30-44","unemployed",8374,28,0.00334368282780033
"4177","Male","Others","Undergraduates or similar degree","MN","Age_45-59","employed",8374,537,0.0641270599474564
"4178","Male","Others","Undergraduates or similar degree","MN","Age_45-59","unemployed",8374,52,0.00620969668020062
"4179","Male","Others","Undergraduates or similar degree","MN","Age_60-74","employed",8374,242,0.0288989730117029
"4180","Male","Others","Undergraduates or similar degree","MN","Age_60-74","unemployed",8374,316,0.0377358490566038
"4181","Male","Others","Undergraduates or similar degree","MN","Age_75+","employed",8374,17,0.0020300931454502
"4182","Male","Others","Undergraduates or similar degree","MN","Age_75+","unemployed",8374,119,0.0142106520181514
"4183","Female","Asian","Graduates or higher degree","MO","Age_18-29","employed",9548,3,0.000314201927105153
"4184","Female","Asian","Graduates or higher degree","MO","Age_18-29","unemployed",9548,1,0.000104733975701718
"4185","Female","Asian","Graduates or higher degree","MO","Age_30-44","employed",9548,8,0.000837871805613741
"4186","Female","Asian","Graduates or higher degree","MO","Age_30-44","unemployed",9548,2,0.000209467951403435
"4187","Female","Asian","Graduates or higher degree","MO","Age_45-59","employed",9548,6,0.000628403854210306
"4188","Female","Asian","Graduates or higher degree","MO","Age_60-74","employed",9548,1,0.000104733975701718
"4189","Female","Asian","Graduates or higher degree","MO","Age_60-74","unemployed",9548,1,0.000104733975701718
"4190","Female","Asian","Graduates or higher degree","MO","Age_75+","unemployed",9548,1,0.000104733975701718
"4191","Female","Asian","Highschool","MO","Age_18-29","employed",9548,4,0.000418935902806871
"4192","Female","Asian","Highschool","MO","Age_18-29","unemployed",9548,3,0.000314201927105153
"4193","Female","Asian","Highschool","MO","Age_30-44","employed",9548,3,0.000314201927105153
"4194","Female","Asian","Highschool","MO","Age_30-44","unemployed",9548,3,0.000314201927105153
"4195","Female","Asian","Highschool","MO","Age_45-59","employed",9548,1,0.000104733975701718
"4196","Female","Asian","Highschool","MO","Age_45-59","unemployed",9548,1,0.000104733975701718
"4197","Female","Asian","Highschool","MO","Age_60-74","employed",9548,2,0.000209467951403435
"4198","Female","Asian","Highschool","MO","Age_60-74","unemployed",9548,2,0.000209467951403435
"4199","Female","Asian","Less than highschool","MO","Age_30-44","employed",9548,2,0.000209467951403435
"4200","Female","Asian","Less than highschool","MO","Age_60-74","unemployed",9548,2,0.000209467951403435
"4201","Female","Asian","Undergraduates or similar degree","MO","Age_18-29","employed",9548,6,0.000628403854210306
"4202","Female","Asian","Undergraduates or similar degree","MO","Age_18-29","unemployed",9548,10,0.00104733975701718
"4203","Female","Asian","Undergraduates or similar degree","MO","Age_30-44","employed",9548,15,0.00157100963552576
"4204","Female","Asian","Undergraduates or similar degree","MO","Age_30-44","unemployed",9548,2,0.000209467951403435
"4205","Female","Asian","Undergraduates or similar degree","MO","Age_45-59","employed",9548,6,0.000628403854210306
"4206","Female","Asian","Undergraduates or similar degree","MO","Age_60-74","employed",9548,4,0.000418935902806871
"4207","Female","Asian","Undergraduates or similar degree","MO","Age_60-74","unemployed",9548,4,0.000418935902806871
"4208","Female","Black","Graduates or higher degree","MO","Age_30-44","employed",9548,5,0.000523669878508588
"4209","Female","Black","Graduates or higher degree","MO","Age_30-44","unemployed",9548,1,0.000104733975701718
"4210","Female","Black","Graduates or higher degree","MO","Age_45-59","employed",9548,10,0.00104733975701718
"4211","Female","Black","Graduates or higher degree","MO","Age_45-59","unemployed",9548,1,0.000104733975701718
"4212","Female","Black","Graduates or higher degree","MO","Age_60-74","employed",9548,2,0.000209467951403435
"4213","Female","Black","Graduates or higher degree","MO","Age_60-74","unemployed",9548,3,0.000314201927105153
"4214","Female","Black","Highschool","MO","Age_18-29","employed",9548,18,0.00188521156263092
"4215","Female","Black","Highschool","MO","Age_18-29","unemployed",9548,10,0.00104733975701718
"4216","Female","Black","Highschool","MO","Age_30-44","employed",9548,22,0.00230414746543779
"4217","Female","Black","Highschool","MO","Age_30-44","unemployed",9548,9,0.000942605781315459
"4218","Female","Black","Highschool","MO","Age_45-59","employed",9548,19,0.00198994553833264
"4219","Female","Black","Highschool","MO","Age_45-59","unemployed",9548,10,0.00104733975701718
"4220","Female","Black","Highschool","MO","Age_60-74","employed",9548,9,0.000942605781315459
"4221","Female","Black","Highschool","MO","Age_60-74","unemployed",9548,13,0.00136154168412233
"4222","Female","Black","Highschool","MO","Age_75+","unemployed",9548,22,0.00230414746543779
"4223","Female","Black","Less than highschool","MO","Age_45-59","employed",9548,1,0.000104733975701718
"4224","Female","Black","Less than highschool","MO","Age_60-74","unemployed",9548,2,0.000209467951403435
"4225","Female","Black","Less than highschool","MO","Age_75+","unemployed",9548,5,0.000523669878508588
"4226","Female","Black","Undergraduates or similar degree","MO","Age_18-29","employed",9548,27,0.00282781734394638
"4227","Female","Black","Undergraduates or similar degree","MO","Age_18-29","unemployed",9548,9,0.000942605781315459
"4228","Female","Black","Undergraduates or similar degree","MO","Age_30-44","employed",9548,34,0.0035609551738584
"4229","Female","Black","Undergraduates or similar degree","MO","Age_30-44","unemployed",9548,7,0.000733137829912023
"4230","Female","Black","Undergraduates or similar degree","MO","Age_45-59","employed",9548,36,0.00377042312526183
"4231","Female","Black","Undergraduates or similar degree","MO","Age_45-59","unemployed",9548,17,0.0017804775869292
"4232","Female","Black","Undergraduates or similar degree","MO","Age_60-74","employed",9548,23,0.00240888144113951
"4233","Female","Black","Undergraduates or similar degree","MO","Age_60-74","unemployed",9548,24,0.00251361541684122
"4234","Female","Black","Undergraduates or similar degree","MO","Age_75+","unemployed",9548,10,0.00104733975701718
